Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Lee, Carmelo Antrone",27:28,3,5,60%,0,1,0%,0,0,0%,0,1,1,2,1,0,3,2,6
"García, Jonathan",7:02,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,2,0,0,0,0
"Colón, Alexis 'Bebo'",0:04,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Reyes, Angelo",7:11,0,2,0%,1,1,100%,0,0,0%,0,2,2,0,2,0,0,0,3
"Mata, Lorenzo",32:03,6,7,86%,0,0,0%,0,0,0%,1,5,6,2,3,1,0,1,12
"Lisch, Kevin",33:56,2,4,50%,1,3,33%,0,0,0%,1,0,1,7,0,2,0,0,7
"Díaz, Jorge Brian",7:24,2,2,100%,0,0,0%,0,0,0%,3,1,4,0,0,0,0,0,4
"Meléndez, Ricardo 'Ricky'",15:26,1,3,33%,1,3,33%,4,4,100%,1,1,2,0,1,1,1,0,9
"Huertas, David",38:42,7,11,64%,3,6,50%,5,6,83%,0,4,4,2,1,6,1,0,28
"Redhage, Shawn",30:39,8,10,80%,1,2,50%,0,0,0%,1,1,2,4,4,2,0,0,19
Totals:,,29,44,66%,7,16,44%,9,10,90%,7,15,22,18,14,12,5,3,88
