Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Davis, Bryan",16:49,2,2,100%,0,0,0%,1,4,25%,1,0,1,0,1,0,0,0,5
"Diaz, Guillermo",36:31,4,4,100%,1,3,33%,3,4,75%,0,2,2,5,2,0,0,0,14
"Verdejo, Jesus",25:51,4,8,50%,1,2,50%,2,2,100%,2,1,3,3,1,1,1,0,13
"Alamo, Angel 'Junito'",17:41,2,7,29%,1,3,33%,0,0,0%,1,5,6,0,3,2,1,0,7
"Phelps, Eugene",14:19,5,9,56%,0,0,0%,2,6,33%,4,3,7,0,3,2,0,0,12
"Cortes, David",28:38,1,5,20%,1,5,20%,0,0,0%,0,1,1,1,0,2,1,0,5
"Cruz, Alvin",23:14,3,4,75%,2,2,100%,0,1,0%,0,5,5,5,1,2,0,0,12
"Jones, Joel",5:43,1,2,50%,0,1,0%,0,0,0%,0,1,1,0,1,0,0,0,2
"Balkman, Renaldo",31:05,1,7,14%,0,1,0%,1,2,50%,3,3,6,0,3,0,1,0,3
Totals:,,23,48,48%,6,17,35%,9,19,47%,11,21,32,14,15,9,4,0,73
