Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Allende, Leandro",23:43,2,2,100%,0,2,0%,0,0,0%,0,1,1,0,1,0,1,0,4
"Clark, Earl",30:17,6,12,50%,0,1,0%,1,2,50%,3,12,15,3,3,2,0,1,13
"Maura, Kevin 'K.J.'",8:56,0,1,0%,0,1,0%,0,0,0%,0,0,0,2,1,1,0,0,0
"Abreu, Álex",29:14,3,8,38%,2,2,100%,2,2,100%,2,1,3,8,3,2,1,0,14
"Ralat, Antonio",19:01,1,5,20%,1,2,50%,2,2,100%,1,4,5,0,3,0,0,0,7
"Gandia, Ivan",11:29,1,2,50%,0,2,0%,0,0,0%,0,0,0,1,0,0,0,0,2
"Burgos, Jeffrey Daniel",3:26,0,1,0%,1,1,100%,0,0,0%,0,0,0,0,0,1,1,0,3
"Jefferson, Davon",34:31,11,14,79%,0,0,0%,10,14,71%,3,4,7,1,2,4,2,2,32
"Ortiz, Eric",0:50,0,0,0%,1,1,100%,0,0,0%,0,1,1,0,0,0,0,0,3
"Brady, Chris",9:55,1,1,100%,1,2,50%,2,2,100%,0,2,2,0,0,0,0,0,7
"Camper Jr, Manuel",28:38,1,1,100%,0,2,0%,2,4,50%,1,8,9,5,3,0,0,0,4
Totals:,,26,47,55%,6,16,38%,19,26,73%,10,33,43,20,16,10,5,3,89
