Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Wilson, Jamil",28:32,2,5,40%,4,8,50%,2,2,100%,1,1,2,3,3,1,1,0,18
"Rivera Casanova, Fabian",3:19,2,3,67%,0,1,0%,0,0,0%,0,0,0,0,0,0,1,0,4
"Henriquez, Luis",4:12,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cheatham, Haanif",17:32,0,0,0%,1,2,50%,0,0,0%,0,4,4,6,2,3,0,0,3
"Wheeler, Phillip",35:29,7,9,78%,3,7,43%,4,5,80%,2,1,3,4,1,6,2,0,27
"Rivera, Félix",18:28,1,1,100%,0,2,0%,0,0,0%,0,5,5,1,2,1,0,0,2
"Emory, Carlos",37:51,4,6,67%,4,8,50%,4,5,80%,1,2,3,4,2,0,1,1,24
"Cruz, William",23:03,1,2,50%,0,2,0%,1,2,50%,1,5,6,4,1,1,2,0,3
"Robinson, Thomas",31:34,4,10,40%,0,1,0%,1,2,50%,1,8,9,1,3,4,2,0,9
Totals:,,21,37,57%,12,31,39%,12,16,75%,6,26,32,23,14,16,9,1,90
