Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Colón, Benjamín",13:21,2,6,33%,0,1,0%,1,2,50%,1,2,3,0,3,0,0,0,5
"Collazo, Carlos",21:48,5,6,83%,0,3,0%,3,3,100%,1,3,4,0,4,3,1,0,13
"Vazquez, Christian",24:14,2,6,33%,2,3,67%,1,2,50%,0,2,2,1,2,2,0,0,11
"Arroyo, Alberto C.",10:34,1,3,33%,0,0,0%,0,0,0%,0,0,0,2,1,0,1,0,2
"Pellot, Jesse",16:30,2,3,67%,0,2,0%,3,4,75%,1,1,2,2,4,1,0,0,7
"Hamilton, Kevin",26:22,5,9,56%,0,3,0%,0,0,0%,0,5,5,4,3,0,2,0,10
"Salgado, Luis",19:01,4,5,80%,0,2,0%,2,4,50%,0,2,2,2,1,0,1,1,10
"Gonzalez, Miguel",15:46,1,1,100%,0,2,0%,0,0,0%,0,0,0,0,0,0,1,0,2
"Mojica, Javier",26:34,2,5,40%,2,4,50%,0,0,0%,0,1,1,4,1,0,1,1,10
"Agbai, Uka",25:50,6,9,67%,0,1,0%,0,2,0%,0,5,5,2,4,1,0,2,12
Totals:,,30,53,57%,4,21,19%,10,17,59%,3,21,24,17,23,7,7,4,82
