Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Alamo, Angel 'Junito'",17:03,3,7,43%,0,0,0%,0,0,0%,2,4,6,1,1,2,0,1,6
"Garcia, Leandro",28:25,1,3,33%,5,9,56%,3,3,100%,0,4,4,6,1,4,2,0,20
"Phelps, Eugene",35:53,6,16,38%,0,0,0%,2,6,33%,6,8,14,1,2,0,0,1,14
"Cortes, David",30:43,5,7,71%,1,3,33%,1,2,50%,1,2,3,0,0,0,1,0,14
"Clemente, Denis",21:55,3,5,60%,0,1,0%,0,0,0%,1,4,5,2,3,0,0,0,6
"Soto, Christian A.",3:13,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Jones, Joel",13:51,1,1,100%,0,0,0%,0,0,0%,1,1,2,1,1,1,0,0,2
"Balkman, Renaldo",22:45,3,9,33%,0,0,0%,0,0,0%,0,1,1,0,2,1,0,0,6
"Huertas, David",26:08,3,5,60%,2,4,50%,2,2,100%,0,1,1,6,3,3,2,0,14
Totals:,,25,53,47%,8,17,47%,8,13,62%,11,25,36,17,14,11,5,2,82
