Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Hinson, Darnell",18:49,2,2,100%,5,9,56%,0,0,0%,0,0,0,1,3,2,1,0,19
"Han, Francis Jonathan",11:45,0,0,0%,0,2,0%,0,0,0%,0,0,0,4,0,1,0,0,0
"Rivera, Jose Luis",7:27,0,1,0%,0,1,0%,0,0,0%,0,0,0,1,2,0,1,0,0
"Rivera, Filiberto",28:15,3,7,43%,1,7,14%,3,4,75%,2,4,6,1,4,0,1,0,12
"Green, Devin",38:32,6,12,50%,1,1,100%,7,8,88%,1,8,9,3,3,0,3,0,22
"Pérez, Rafael",27:25,2,9,22%,0,1,0%,3,6,50%,0,2,2,1,2,0,1,0,7
"Crispin, Nathanael",5:50,1,3,33%,0,0,0%,0,0,0%,1,0,1,0,1,0,0,0,2
"Rivas, Luis A.",23:45,0,2,0%,0,0,0%,2,4,50%,2,3,5,0,1,0,1,0,2
"Pruitt, Shaun",38:12,8,18,44%,0,0,0%,3,5,60%,9,8,17,0,4,3,0,2,19
Totals:,,22,54,41%,7,21,33%,18,27,67%,15,25,40,11,20,6,8,2,83
