Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Bishop, Jermaine",16:35,0,2,0%,1,4,25%,0,0,0%,1,0,1,1,2,2,1,0,3
"Erazo, Josue",8:23,1,1,100%,0,0,0%,0,0,0%,1,1,2,2,1,0,0,1,2
"Austin, Isaiah",17:30,2,9,22%,0,1,0%,2,2,100%,3,0,3,2,1,0,0,0,6
"Ocasio Negron, Adrian",3:30,1,1,100%,0,0,0%,0,2,0%,0,0,0,0,0,0,0,0,2
"Ramirez, Luis S.",3:22,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Conklin, Brian",20:06,3,6,50%,0,0,0%,2,2,100%,0,2,2,0,0,2,0,0,8
"Reyes, Justin",27:35,2,11,18%,0,0,0%,0,0,0%,2,2,4,6,2,1,3,0,4
"Suarez, Javier A",3:30,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,2
"Hilton, Jhimy",3:30,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,1,0
"Basabe, Melsahn",18:26,7,10,70%,0,0,0%,2,3,67%,1,7,8,2,2,1,0,0,16
"Pizarro, Christian Jomar",28:52,1,3,33%,1,2,50%,0,0,0%,1,6,7,1,2,7,2,0,5
"Matías, Ángel L.",19:46,5,7,71%,1,3,33%,4,5,80%,2,0,2,0,3,2,0,0,17
"Oviedo, Dixon",14:34,0,1,0%,0,0,0%,0,0,0%,0,2,2,2,2,1,0,0,0
"Paige, Jaysean",14:21,2,3,67%,1,1,100%,0,0,0%,0,1,1,0,4,3,0,0,7
Totals:,,25,56,45%,4,11,36%,10,14,71%,11,22,33,16,20,20,6,2,72
