Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",30:34,4,10,40%,2,4,50%,7,8,88%,3,1,4,0,2,3,1,0,21
"Ruiz, Jared",15:30,1,3,33%,1,2,50%,0,0,0%,0,4,4,4,4,4,4,0,5
"Dalmau, Christian",16:02,1,4,25%,0,3,0%,1,4,25%,0,0,0,2,1,2,0,0,3
"Ayuso, Elias 'Larry'",21:40,1,2,50%,1,6,17%,0,0,0%,1,2,3,2,4,0,0,0,5
"Conklin, Brian",22:08,6,8,75%,0,0,0%,2,5,40%,3,1,4,0,2,2,1,0,14
"Rodriguez, Ernesto",10,1,1,100%,0,1,0%,4,4,100%,0,0,0,6,3,0,4,0,6
"Díaz, Jorge Brian",21:46,3,3,100%,0,0,0%,0,2,0%,2,7,9,1,1,3,0,2,6
"Perez, Yudniel",31:21,5,7,71%,1,5,20%,2,2,100%,1,2,3,4,2,3,0,0,15
"Fitch, Gerald",25:25,1,2,50%,3,7,43%,0,0,0%,0,8,8,5,2,2,1,0,11
"Goodridge, Vernon",5:30,0,0,0%,0,0,0%,0,0,0%,1,0,1,0,1,0,0,0,0
Totals:,,23,40,58%,8,28,29%,16,25,64%,11,25,36,24,22,19,11,2,86
