Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",4:51,0,1,0%,0,1,0%,0,0,0%,0,1,1,1,0,1,0,0,0
"Díaz, Jorge Brian",16:13,1,3,33%,0,0,0%,2,2,100%,1,3,4,0,1,0,1,0,4
"Daniels, Will",25:50,3,6,50%,2,4,50%,3,3,100%,0,6,6,1,5,1,0,2,15
"Dalmau, Christian",25:02,3,4,75%,5,11,45%,5,6,83%,0,1,1,4,4,2,0,2,26
"Belardo, Gabriel J.",16:37,5,5,100%,1,3,33%,0,0,0%,0,0,0,2,3,0,0,0,13
"Ayuso, Elias 'Larry'",35:08,1,3,33%,4,8,50%,1,2,50%,0,1,1,4,2,1,1,0,15
"Apodaca, Rick",38:32,0,1,0%,3,5,60%,0,0,0%,0,2,2,3,1,0,0,2,9
"Petro, Johan",21:24,3,10,30%,0,0,0%,0,0,0%,2,6,8,0,3,1,1,2,6
"Garcia, Angel 'Piwi'",16:19,0,0,0%,1,3,33%,0,0,0%,1,3,4,0,3,2,0,1,3
Totals:,,16,33,48%,16,35,46%,11,13,85%,4,23,27,15,22,8,3,9,91
