Date,Local Time,Road Team,Score,Home Team,Inn.,Venue,Game Time,Attendance,Boxscore
"Mar 6, 2017",18:30,Israel,2–1,South Korea,10.0,Gocheok Sky Dome,4:11,15470,Boxscore
"Mar 7, 2017",12:00,Israel,15–7,Chinese Taipei,,Gocheok Sky Dome,3:54,3287,Boxscore
"Mar 7, 2017",18:30,South Korea,0–5,Netherlands,,Gocheok Sky Dome,3:03,15184,Boxscore
"Mar 8, 2017",18:30,Chinese Taipei,5–6,Netherlands,,Gocheok Sky Dome,3:21,3606,Boxscore
"Mar 9, 2017",12:00,Netherlands,2–4,Israel,,Gocheok Sky Dome,3:12,2739,Boxscore
"Mar 9, 2017",18:30,South Korea,11–8,Chinese Taipei,10.0,Gocheok Sky Dome,4:40,12000,Boxscore
