Date,Local Time,Road Team,Score,Home Team,Inn.,Venue,Game Time,Attendance,Boxscore
"Mar 7, 2006",14:00,Mexico,0–2,United States,,Chase Field,2:06,32727,Boxscore
"Mar 7, 2006",19:00,Canada,11–8,South Africa,,Scottsdale Stadium,3:38,5829,Boxscore
"Mar 8, 2006",14:00,Canada,8–6,United States,,Chase Field,3:02,16993,Boxscore
"Mar 8, 2006",19:00,South Africa,4–10,Mexico,,Scottsdale Stadium,3:17,7937,Boxscore
"Mar 9, 2006",18:00,Mexico,9–1,Canada,,Chase Field,3:00,15744,Boxscore
"Mar 10, 2006",13:00,United States,17–0,South Africa,5.0,Scottsdale Stadium,1:47,11975,Boxscore
