Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Erick",21:05,1,2,50%,1,3,33%,0,0,0%,0,1,1,1,3,1,0,0,5
"Western, Franklin",27:18,7,11,64%,0,0,0%,2,2,100%,1,4,5,0,1,2,0,0,16
"Dalmau, Christian",32:17,6,12,50%,3,8,38%,2,3,67%,2,2,4,10,3,2,0,0,23
"Valenzuela, Hector",3:52,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"Valencia, Florentino",3:53,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,1,0,0,0
"Wilson, Monty",35:30,3,8,38%,1,5,20%,4,6,67%,1,9,10,2,5,1,2,0,13
"Smith, Jabari",34:47,5,8,63%,2,3,67%,2,5,40%,1,8,9,1,2,3,1,3,18
"Mojica, Javier",20:16,1,4,25%,1,3,33%,2,2,100%,2,3,5,3,1,1,1,0,7
"Santiago, Orlando",21:02,0,0,0%,2,3,67%,0,1,0%,0,2,2,1,2,1,0,0,6
Totals:,,23,45,51%,10,25,40%,12,19,63%,7,29,36,19,19,12,4,3,88
