Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Muoneke, Gabriel",32:41,3,9,33%,1,4,25%,6,7,86%,2,5,7,0,4,2,0,0,15
"De Jesus, Angel",32:17,0,0,0%,0,4,0%,1,2,50%,0,4,4,5,3,3,0,0,1
"Escalera, Carlos",39:55,7,15,47%,2,4,50%,10,11,91%,0,2,2,5,2,5,2,0,30
"Kortright, Jonathan",0:16,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ortiz, Andres",23:15,4,7,57%,0,0,0%,1,1,100%,1,1,2,1,3,2,2,0,9
"Ortiz, Fernando",6:58,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Rivera, Jorge Luis",8:29,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,2,1,0,1,0
"Simon, Melvin",0:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Sanchez, Angel M.",5:54,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Salgado, Luis",10:15,0,2,0%,0,0,0%,0,0,0%,0,0,0,1,1,0,2,1,0
"Benson, Lee",39:55,10,12,83%,0,0,0%,5,9,56%,4,13,17,4,3,4,1,0,25
Totals:,,24,46,52%,3,14,21%,23,30,77%,7,26,33,16,20,17,7,2,80
