Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Luis S.",7:19,0,1,0%,0,0,0%,5,6,83%,1,0,1,0,3,1,0,0,5
"Quinones, Luis Joel",2:07,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Reyes, Angelo",6:29,1,3,33%,0,0,0%,0,0,0%,1,1,2,0,1,0,0,0,2
"Thomas, Malcolm",24:57,4,6,67%,0,0,0%,0,0,0%,4,1,5,0,2,2,1,1,8
"Ubilla, Emanuel",3:21,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,1,0,0
"Orozco, William",24:34,4,7,57%,2,5,40%,0,0,0%,3,5,8,1,0,1,0,1,14
"Sanchez, Kennel",16:45,2,3,67%,0,1,0%,1,1,100%,1,1,2,1,1,0,1,1,5
"Guzmán, Ánsel",34:09,6,11,55%,0,4,0%,8,10,80%,2,2,4,6,1,3,2,0,20
"Ruiz, Jared",3:45,1,3,33%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,2
"Graham, Paul",29:35,1,1,100%,0,5,0%,0,0,0%,0,0,0,2,3,1,0,0,2
"Acevedo, Angel 'Mutombo'",8:34,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Wilkerson, Tyler",34:59,3,11,27%,0,4,0%,4,4,100%,2,5,7,1,4,3,0,0,10
"O'Bryant, Orin",3:21,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,22,48,46%,2,20,10%,18,21,86%,14,15,29,11,17,11,5,3,68
