Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",6:09,1,1,100%,0,0,0%,0,0,0%,0,1,1,3,0,0,0,0,2
"García, Jonathan",33:50,3,4,75%,2,6,33%,0,0,0%,0,5,5,7,0,0,1,0,12
"Colón, Alexis 'Bebo'",33:02,2,3,67%,2,4,50%,2,3,67%,0,5,5,2,3,2,3,1,12
"Efejuku-Rose, Weyinmi",35:02,3,9,33%,2,3,67%,4,6,67%,0,1,1,5,3,2,1,0,16
"Adeleke, Kenny",22:45,3,4,75%,0,0,0%,1,1,100%,3,3,6,2,2,0,0,0,7
"Meléndez, Ricardo 'Ricky'",11:04,0,0,0%,1,1,100%,0,0,0%,0,0,0,1,0,0,0,0,3
"Wade, Lorenzo",25:15,3,5,60%,2,4,50%,5,6,83%,0,2,2,0,3,1,1,0,17
"Sánchez, Ricardo 'Ricky'",31:59,2,2,100%,6,9,67%,0,0,0%,0,2,2,2,4,2,0,0,22
Totals:,,17,28,61%,15,27,56%,12,16,75%,3,19,22,22,15,7,6,1,91
