Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Alamo, Angel 'Junito'",9:39,1,3,33%,0,0,0%,0,0,0%,0,3,3,1,4,0,0,1,2
"Garcia, Leandro",35:31,6,9,67%,1,6,17%,4,4,100%,1,1,2,13,2,7,1,0,19
"Phelps, Eugene",34:03,3,5,60%,0,0,0%,1,2,50%,3,3,6,0,2,1,1,1,7
"Cortes, David",32:10,3,4,75%,2,5,40%,0,1,0%,0,3,3,0,0,1,0,0,12
"Clemente, Denis",8:58,1,2,50%,0,0,0%,1,1,100%,0,1,1,2,0,0,0,0,3
"Jones, Joel",8:14,1,1,100%,0,0,0%,0,0,0%,0,3,3,1,1,0,0,0,2
"Balkman, Renaldo",35:51,14,15,93%,0,1,0%,0,1,0%,2,7,9,0,3,1,0,2,28
"Huertas, David",35:04,4,10,40%,0,3,0%,1,3,33%,0,4,4,5,1,0,0,0,9
"Branch, Onzie",0:24,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,33,49,67%,3,15,20%,7,12,58%,6,25,31,22,13,10,2,4,82
