Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",8:26,0,0,0%,0,0,0%,0,0,0%,0,1,1,2,1,2,1,0,0
"Duran, Cliff",31:44,4,11,36%,2,3,67%,0,0,0%,1,1,2,3,3,1,3,0,14
"Ubiles, Edwin",16:27,1,3,33%,0,0,0%,0,0,0%,1,3,4,3,0,1,1,0,2
"Martinez, Jack Michael",29:25,6,10,60%,0,0,0%,4,6,67%,5,7,12,2,4,2,0,0,16
"Orozco, William",10:54,2,3,67%,0,0,0%,1,1,100%,1,1,2,2,1,0,2,1,5
"Villegas, Johwen",25:16,1,3,33%,1,4,25%,2,6,33%,3,3,6,2,3,0,1,0,7
"English, Carl",38:16,6,11,55%,2,6,33%,5,6,83%,1,2,3,1,3,3,1,0,23
"Costner, Brandon",39:28,2,6,33%,2,6,33%,9,12,75%,0,2,2,2,4,3,2,1,19
Totals:,,22,47,47%,7,19,37%,21,31,68%,12,20,32,17,19,12,11,2,86
