Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Javier",28:51,2,5,40%,1,4,25%,0,0,0%,0,1,1,10,0,2,2,0,7
"Rosario, Mike",14:43,2,3,67%,0,3,0%,0,0,0%,0,1,1,1,2,2,0,0,4
"James, Damion",37:57,5,13,38%,4,9,44%,0,0,0%,2,7,9,2,3,0,2,0,22
"Guzmán, Ánsel",12:50,1,2,50%,0,0,0%,2,2,100%,0,0,0,1,0,2,0,0,4
"Hamilton, Kevin",6:21,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,1,0,0,1,0
"Soto, Christian A.",6:26,1,1,100%,0,0,0%,0,0,0%,1,0,1,0,3,0,0,0,2
"Polynice, Eniel",32:53,2,6,33%,1,4,25%,3,4,75%,2,4,6,2,2,1,2,3,10
"Pérez, Owen",4:07,0,1,0%,0,0,0%,0,0,0%,0,2,2,0,1,0,0,0,0
"Early, Jeff",5:34,0,1,0%,0,0,0%,2,2,100%,0,0,0,0,0,1,1,0,2
"McCrea, Javon",26:27,8,9,89%,0,0,0%,4,7,57%,4,5,9,0,4,2,1,1,20
"Mojica, Javier",23:45,2,4,50%,3,6,50%,0,0,0%,2,3,5,2,3,0,0,0,13
Totals:,,23,45,51%,9,27,33%,11,15,73%,11,23,34,19,19,10,8,5,84
