Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",19:32,0,1,0%,0,5,0%,0,0,0%,0,1,1,2,1,0,1,0,0
"Duran, Cliff",17:37,0,1,0%,0,2,0%,0,0,0%,0,3,3,2,0,3,0,0,0
"Coronado, Juan",21:10,2,5,40%,0,3,0%,0,0,0%,0,2,2,3,1,2,0,0,4
"Villafane, Luis",8:56,1,2,50%,0,0,0%,0,0,0%,2,1,3,0,2,0,0,0,2
"Ubiles, Edwin",21:27,2,4,50%,2,6,33%,2,2,100%,0,2,2,1,1,2,1,0,12
"Martinez, Jack Michael",31:03,7,8,88%,0,1,0%,3,6,50%,5,5,10,2,2,4,0,0,17
"Orozco, William",40,4,5,80%,3,8,38%,2,3,67%,2,9,11,3,3,2,2,2,19
"Butler, Nathaniel",6:13,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Villegas, Johwen",15:22,2,4,50%,0,1,0%,0,0,0%,2,1,3,0,1,1,0,0,4
"Liz, Víctor",18:35,3,5,60%,0,1,0%,4,5,80%,0,3,3,3,1,3,1,0,10
Totals:,,21,35,60%,5,27,19%,11,16,69%,11,27,38,16,12,17,5,2,68
