Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Martínez, Wil",30:58,5,7,71%,4,9,44%,0,0,0%,2,1,3,3,3,0,1,0,22
"Carter, Maurice",28:41,2,3,67%,2,6,33%,3,3,100%,0,1,1,4,3,0,1,0,13
"Cotto, Rubén",24:11,0,0,0%,2,4,50%,0,0,0%,0,1,1,7,0,1,2,0,6
"Batista, Leonel",1:04,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Santiago, Jr., Benito",36:59,4,9,44%,1,3,33%,2,4,50%,2,5,7,0,2,1,0,0,13
"Bishop, Tony",35:12,5,13,38%,1,1,100%,0,2,0%,2,5,7,2,2,2,1,0,13
"De Jesus, Felix",5:58,0,0,0%,1,1,100%,0,0,0%,0,0,0,1,1,0,0,0,3
"Josiah, Jahvari",4:27,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,3,1,0,0
"Ocasio, Jonathan",2:43,0,1,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Samhan, Omar",29:42,2,5,40%,1,2,50%,3,4,75%,2,8,10,2,3,4,1,1,10
Totals:,,18,39,46%,13,27,48%,8,13,62%,8,21,29,19,15,11,7,1,83
