Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Martínez, Wil",16:11,0,3,0%,0,1,0%,1,2,50%,0,0,0,1,1,2,1,0,1
"Cotto, Rubén",13:01,0,1,0%,0,1,0%,0,2,0%,1,1,2,1,3,0,2,0,0
"Cintrón, Raymond",26:58,4,8,50%,1,4,25%,4,4,100%,1,3,4,4,2,3,2,0,15
"Santiago, Jr., Benito",30:46,4,7,57%,2,5,40%,7,9,78%,0,2,2,3,3,2,2,0,21
"Bishop, Tony",29:25,6,11,55%,0,5,0%,2,2,100%,5,3,8,2,4,2,2,0,14
"Josiah, Jahvari",6:25,3,3,100%,0,0,0%,0,1,0%,3,1,4,0,1,0,0,0,6
"Samhan, Omar",28:38,3,9,33%,0,0,0%,0,2,0%,4,1,5,2,3,1,1,0,6
"Romero, Ismael",32:03,6,9,67%,0,1,0%,2,5,40%,0,9,9,1,3,2,0,0,14
"López, Carlos 'Yao'",16:28,0,4,0%,0,0,0%,5,6,83%,3,2,5,2,3,2,0,1,5
Totals:,,26,55,47%,3,17,18%,21,33,64%,17,22,39,16,23,14,10,1,82
