Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gonzalez, Javier",25:35,3,3,100%,0,2,0%,3,4,75%,0,0,0,3,2,1,4,0,9
"Rosario, Mike",31:46,3,5,60%,4,10,40%,0,0,0%,1,3,4,4,2,1,0,0,18
"James, Damion",35:26,6,13,46%,3,6,50%,5,10,50%,4,14,18,3,4,5,2,4,26
"Guzmán, Ánsel",21:04,0,1,0%,0,1,0%,2,4,50%,0,1,1,3,3,2,1,0,2
"Hamilton, Kevin",12:47,0,0,0%,0,0,0%,0,0,0%,1,0,1,3,3,1,1,0,0
"Pérez, Owen",4:02,1,1,100%,0,0,0%,0,1,0%,0,0,0,0,2,1,0,0,2
"Early, Jeff",19:28,2,3,67%,0,1,0%,0,0,0%,2,0,2,0,3,1,1,0,4
"Ayala, Angel",7:42,2,2,100%,0,0,0%,0,0,0%,1,0,1,1,4,0,1,0,4
"McCrea, Javon",32:47,10,17,59%,0,0,0%,0,5,0%,6,3,9,1,2,1,2,2,20
"Gierbolini, Joel",9:19,1,4,25%,0,0,0%,0,0,0%,1,1,2,0,2,1,0,0,2
Totals:,,28,49,57%,7,20,35%,10,24,42%,16,22,38,18,27,14,12,6,87
