Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Suárez, Rasham",16:08,0,1,0%,0,4,0%,0,0,0%,0,1,1,1,1,0,0,0,0
"Duran, Cliff",28:47,9,12,75%,1,1,100%,0,0,0%,3,4,7,2,3,2,2,0,21
"Lopez, Christian",0:52,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Villafane, Luis",3:03,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ubiles, Edwin",23:22,3,6,50%,1,3,33%,1,2,50%,1,3,4,1,0,1,1,0,10
"Martinez, Jack Michael",26:12,1,5,20%,0,0,0%,2,2,100%,5,2,7,2,2,1,1,0,4
"Orozco, William",13:10,1,4,25%,0,2,0%,2,2,100%,3,2,5,2,1,0,0,0,4
"Butler, Nathaniel",9:50,0,1,0%,0,2,0%,0,2,0%,2,0,2,0,1,1,0,0,0
"English, Carl",32:15,2,6,33%,1,5,20%,1,1,100%,0,3,3,0,3,2,0,0,8
"Garcia, Angel 'Piwi'",3:54,0,0,0%,0,1,0%,0,0,0%,0,1,1,0,2,0,0,0,0
"Costner, Brandon",33:39,2,8,25%,1,6,17%,3,5,60%,1,6,7,5,2,2,2,0,10
"Branch, Onzie",8:43,2,5,40%,0,2,0%,3,5,60%,1,1,2,0,1,0,1,0,7
Totals:,,20,48,42%,4,26,15%,12,19,63%,16,24,40,13,16,9,7,0,64
