Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",8:22,1,1,100%,2,3,67%,3,3,100%,0,1,1,0,1,1,0,0,11
"Lee, Carmelo Antrone",36:24,1,4,25%,2,4,50%,0,0,0%,1,6,7,2,2,1,3,1,8
"Dalmau, Christian",13:38,1,2,50%,0,1,0%,0,0,0%,0,0,0,3,2,2,1,0,2
"Ayuso, Elias 'Larry'",29:38,1,4,25%,2,7,29%,5,5,100%,1,7,8,3,0,3,2,0,13
"Conklin, Brian",27:11,2,7,29%,2,5,40%,5,6,83%,2,2,4,2,4,0,0,0,15
"Díaz, Jorge Brian",36:28,4,7,57%,1,1,100%,2,2,100%,2,5,7,3,3,1,1,0,13
"Perez, Yudniel",7:11,1,3,33%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,2
"Goodridge, Vernon",7:57,1,2,50%,0,0,0%,0,0,0%,3,3,6,0,5,1,1,0,2
"Lucas III, John",33:08,3,7,43%,2,6,33%,0,0,0%,0,1,1,8,2,3,1,0,12
Totals:,,15,37,41%,11,27,41%,15,16,94%,9,25,34,21,19,13,9,1,78
