Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mojica, Sammy",4:35,0,2,0%,0,0,0%,0,0,0%,0,0,0,0,2,1,1,0,0
"Guitián, José",13:47,0,0,0%,1,2,50%,0,0,0%,1,1,2,0,1,0,0,0,3
"Griffin, Eric",33:04,7,13,54%,0,2,0%,2,4,50%,5,3,8,6,2,2,2,1,16
"López, Carlos 'Yao'",11:56,1,3,33%,0,0,0%,3,4,75%,2,2,4,1,1,1,1,0,5
"Liz, Víctor",34:16,6,13,46%,1,4,25%,7,9,78%,6,8,14,4,1,5,2,0,22
"López, Luis",5:53,0,0,0%,0,0,0%,1,2,50%,0,1,1,1,2,1,0,0,1
"Ramos, Peter John",29:03,4,5,80%,0,0,0%,0,0,0%,6,3,9,0,3,3,0,0,8
"Rivera, Carlos Rubén",34:07,2,2,100%,1,5,20%,2,2,100%,0,2,2,4,1,4,1,0,9
"Vassallo, Ángel Daniel",33:19,4,10,40%,4,9,44%,3,4,75%,3,6,9,2,1,1,0,1,23
Totals:,,24,48,50%,7,22,32%,18,25,72%,23,26,49,18,14,18,7,2,87
