Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Gaston, Chris",30:26,6,9,67%,0,2,0%,4,4,100%,1,7,8,2,2,2,0,0,16
"Fernández, Tjader",37:29,1,6,17%,3,3,100%,0,0,0%,1,1,2,6,4,6,3,0,11
"Erazo, Josue",5:10,0,2,0%,0,0,0%,0,0,0%,1,0,1,0,0,0,0,1,0
"Branch, Onzie",34:48,5,8,63%,0,2,0%,3,4,75%,2,4,6,3,4,3,3,1,13
"Ayuso, Elias 'Larry'",20:11,1,1,100%,0,1,0%,4,4,100%,0,0,0,1,2,1,1,0,6
"Wheeler, Phillip",14,2,3,67%,1,4,25%,2,4,50%,3,3,6,1,4,2,1,1,9
"Cooke, Charles",23:10,3,7,43%,0,2,0%,0,0,0%,1,2,3,3,2,0,2,1,6
"Jefferson, Cory",34:46,3,5,60%,2,4,50%,3,7,43%,0,5,5,0,0,0,0,2,15
Totals:,,21,41,51%,6,18,33%,16,23,70%,9,22,31,16,18,14,10,6,76
