Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Luis S.",22:57,3,6,50%,0,2,0%,2,2,100%,0,2,2,3,1,1,1,0,8
"Mitchell, Markus",10:42,3,4,75%,0,0,0%,0,0,0%,1,0,1,0,4,1,1,0,6
"Efejuku-Rose, Weyinmi",28:40,9,15,60%,0,6,0%,2,4,50%,1,4,5,3,0,0,1,0,20
"Jimenez, Giovanni",17:36,1,2,50%,1,4,25%,0,0,0%,0,1,1,2,2,1,1,0,5
"Ortiz, Andres",19:10,1,4,25%,0,1,0%,3,4,75%,2,2,4,1,4,1,1,0,5
"Cotto, Rubén",21:25,4,7,57%,0,1,0%,0,0,0%,1,2,3,3,1,0,5,0,8
"Rivera, Carlos Rubén",20:05,1,3,33%,1,2,50%,0,0,0%,0,2,2,1,2,0,1,0,5
"Smith, Donta",29:18,3,8,38%,0,0,0%,1,2,50%,1,4,5,4,2,2,2,0,7
"O'Bryant, Patrick",17:34,5,11,45%,0,0,0%,1,2,50%,1,3,4,1,0,0,1,1,11
"Valencia, Florentino",12:33,1,4,25%,0,0,0%,2,2,100%,1,1,2,1,1,0,0,0,4
Totals:,,31,64,48%,2,16,13%,11,16,69%,8,21,29,19,17,6,14,1,79
