Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Escalera, Carlos",33:58,6,12,50%,0,3,0%,0,0,0%,2,4,6,4,2,4,3,0,12
"Young, Ian",21:44,1,4,25%,0,5,0%,0,0,0%,0,3,3,3,1,1,1,0,2
"Guzmán, Ánsel",36:19,4,7,57%,5,6,83%,1,1,100%,1,1,2,13,1,0,1,1,24
"Rivera, Jorge Luis",3:08,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"McDonald, William",35:05,13,22,59%,1,3,33%,0,1,0%,6,4,10,2,3,3,0,3,29
"Narvaez, Manuel Antonio",14:29,4,10,40%,0,0,0%,0,0,0%,4,6,10,0,1,0,0,1,8
"Colon, Gabriel 'Pirulo'",25:25,2,6,33%,0,2,0%,0,0,0%,0,5,5,2,1,1,3,0,4
"Alamo, Angel 'Junito'",29:48,7,10,70%,2,3,67%,2,3,67%,6,6,12,2,3,3,0,0,22
Totals:,,37,72,51%,8,22,36%,3,5,60%,19,30,49,26,12,12,8,5,101
