Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Joey",13:36,0,0,0%,0,1,0%,0,0,0%,0,3,3,4,1,4,0,0,0
"Orta, Raul",5:55,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Nieves, Joel",14:03,1,1,100%,1,1,100%,0,0,0%,0,0,0,0,2,0,0,0,5
"Garnett, Marlon",25:57,4,4,100%,1,4,25%,0,0,0%,0,5,5,4,1,0,1,0,11
"Ruiz, Gabriel",0:53,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"De Jesus, Manuel",7:48,1,2,50%,1,1,100%,0,0,0%,0,1,1,0,2,1,1,0,5
"Rivera, Filiberto",27:31,3,7,43%,0,0,0%,8,10,80%,1,0,1,6,1,3,1,0,14
"Strong, Carlos",32:55,2,6,33%,4,6,67%,2,4,50%,2,3,5,0,0,0,4,0,18
"Guitián, José",13:32,0,0,0%,0,3,0%,0,0,0%,1,3,4,0,1,0,1,0,0
"Harris, Mike",23:54,6,12,50%,1,2,50%,4,4,100%,0,3,3,3,2,3,0,0,19
"Pinkney, Kevin",33:51,3,8,38%,2,3,67%,0,0,0%,4,8,12,1,3,3,3,0,12
Totals:,,20,41,49%,10,22,45%,14,18,78%,8,27,35,18,14,14,11,0,84
