Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Alvarado, Omar J.",1:41,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ayuso, Elias 'Larry'",38:18,3,8,38%,5,12,42%,3,3,100%,2,2,4,2,2,2,1,0,24
"Cortes, David",28:20,6,8,75%,0,1,0%,0,0,0%,0,3,3,0,5,1,0,0,12
"Meléndez, Ricardo 'Ricky'",32:36,1,2,50%,4,8,50%,0,0,0%,3,2,5,1,2,2,1,0,14
"Apodaca, Rick",8:56,0,1,0%,0,1,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"Pinnock, Danilo",37:19,4,7,57%,3,6,50%,5,7,71%,1,4,5,6,4,6,1,0,22
"Santiago, Daniel 'Danny'",26:25,2,5,40%,0,1,0%,0,0,0%,1,5,6,1,5,1,0,0,4
"Santiago, Eddin",8:34,0,0,0%,0,2,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Aubry, Jeffrion",17:46,0,2,0%,0,0,0%,0,2,0%,2,6,8,0,1,0,1,1,0
Totals:,,16,34,47%,12,31,39%,8,12,67%,9,23,32,10,20,14,4,1,76
